title,authors,fim_authors,date,journal,volume,pages,book_title,publisher,abstract,data_loc,code_loc,type,doi,project_id
Effects of Thoracic Pressure Changes on MRI Signals in the Brain,"Paula Wu, Peter Bandettini, Ronald Harper, Daniel Handwerker","paula_wu, peter_bandettini, daniel_handwerker",2015-01-01,Journal of Cerebral Blood Flow & Metabolism,35.0,1024-1032,,,,,,journal_article,10.1038/jcbfm.2015.20,
Linking cortical circuit models to human cognition with laminar fMRI,"Y. Yang, L. Huber, Y. Yu, Peter Bandettini","zhi_yang, laurentius_huber, peter_bandettini",2021-01-01,Neuroscience and Biobehavioral Reviews,,,,,,,,journal_article,doi.org/10.1016/j.neubiorev.2021.07.005,layer_fmri
Spatial accuracy of fMRI activation influenced by volume- and surface-based spatial smoothing techniques,"H. Jo, J. Lee, J. Kim, S. Kim",hang_jo,2007-01-01,NeuroImage,34.0,550-564,,,,,,journal_article,10.1016/j.neuroimage.2006.09.047,
Neural substrates of UCR diminution during Pavlovian conditioning,"J. Dunsmoor, Peter Bandettini, D. Knight","joseph_dunsmoor, peter_bandettini, david_knight",2008-01-01,NeuroImage,40.0,811-817,,,,,,journal_article,,
"Understanding neural system dynamics through task modulation and measurement of functional MRI amplitude, latency, and width","P. Bellgowan, Z. Saad, Peter Bandettini","patrick_frost-bellgowan, ziad_saad, peter_bandettini",2003-01-01,Proceedings of the National Academy of Sciences of the United States of America,100.0,1415-1419,,,,,,journal_article,,
Integrated strategy for improving functional connectivity mapping using multiecho fMRI,"Prantik Kundu, Noah Brenowitz, Valerie Voon, Yulia Worbe, Petra Vértes, Souheil Inati, Ziad Saad, Peter Bandettini, Edward Bullmore","prantik_kundu, peter_bandettini",2013-01-01,Proceedings of National Academy of Sciences,110.0,16187-16192,,,"Functional connectivity analysis of resting state blood oxygen level-dependent (BOLD) functional MRI is widely used for noninvasively studying brain functional networks. Recent findings have indicated, however, that even small (<=1 mm) amounts of head movement during scanning can disproportionately bias connectivity estimates, despite various preprocessing efforts. Further complications for interregional connectivity estimation from time domain signals include the unaccounted reduction in BOLD degrees of freedom related to sensitivity losses from high subject motion. To address these issues, we describe an integrated strategy for data acquisition, denoising, and connectivity estimation. This strategy builds on our previously published technique combining data acquisition with multiecho (ME) echo planar imaging and analysis with spatial independent component analysis (ICA), called ME-ICA, which distinguishes BOLD (neuronal) and non-BOLD (artifactual) components based on linear echo-time dependence of signals - a characteristic property of BOLD T2* signal changes. Here we show for 32 control subjects that this method provides a physically principled and nearly operator-independent way of removing complex artifacts such as motion from resting state data. We then describe a robust estimator of functional connectivity based on interregional correlation of BOLD-independent component coefficients. This estimator, called independent components regression, considerably simplifies statistical inference for functional connectivity because degrees of freedom equals the number of independent coefficients. Compared with traditional connectivity estimation methods, the proposed strategy results in fourfold improvements in signal-to-noise ratio, functional connectivity analysis with improved specificity, and valid statistical inference with nominal control of type 1 error in contrasts of connectivity between groups with different levels of subject motion.",,,journal_article,10.1073/pnas.1301725110,multi_echo
Head-repositioning does not reduce the reproducibility of fMRI activation in a block-design motor task,"D. Soltysik, D. Thomasson, S. Rajan, J. Gonzalez-Castillo, D. P, B. N","javier_gonzalez-castillo, kay_kuhns",2011-01-01,NeuroImage,56.0,1329-37,,,"<p>It is hypothesized that, based upon partial volume effects and spatial non-uniformities of the scanning environment, repositioning a subject's head inside the head coil between separate functional MRI scans will reduce the reproducibility of fMRI activation compared to a series of functional runs where the subject's head remains in the same position. Nine subjects underwent fMRI scanning where they performed a sequential, oppositional finger-tapping task. The first five runs were conducted with the subject's head remaining stable inside the head coil. Following this, four more runs were collected after the subject removed and replaced his/her head inside the head coil before each run. The coefficient of variation was calculated for four metrics: the distance from the anterior commisure to the center of mass of sensorimotor activation, maximum t-statistic, activation volume, and average percent signal change. These values were compared for five head-stabilization runs and five head-repositioning runs. Voxelwise intraclass correlation coefficients were also calculated to assess the spatial distribution of sources of variance. Interestingly, head repositioning was not seen to significantly affect the reproducibility of fMRI activation (p<0.05). In addition, the threshold level affected the reproducibility of activation volume and percent signal change.</p>",,,journal_article,,
Relationship between finger movement rate and functional magnetic resonance signal change in human primary motor cortex,"S. Rao, Peter Bandettini, J. Binder, J. Bobholz, T. Hammeke, E. Stein, J. Hyde","peter_bandettini, jacob_levenstein",1996-01-01,Journal of Cerebral Blood Flow and Metabolism,16.0,1250-1254,,,,,,journal_article,,
Time-varying Whole-Brain Functional Network Connectivity Coupled to Task Engagement,"Hua Xie, Javier Gonzalez-Castillo, Daniel Handwerker, Peter Bandettini, Vince Calhoun, Gang Chen, Eswar Damaraju, Xiangyu Liu, Sunanda Mitra","javier_gonzalez-castillo, daniel_handwerker, peter_bandettini",2018-01-01,Network Neuroscience,,49-66,,,"Brain functional connectivity (FC), as measured by blood oxygenation level dependent (BOLD) signal, fluctuates at the scale of tens of seconds. It has recently been found that whole-brain dynamic FC (dFC) patterns contain sufficient information to permit identification of ongoing tasks. Here, we hypothesize that dFC patterns carry fine-grained information that allows for tracking short-term task engagement levels (i.e., tens of seconds long). To test this hypothesis, twenty-five subjects were scanned continuously for 25 mins while they performed and transitioned between four different tasks: working memory, visual attention, math, and rest. First, we estimated dFC patterns using a sliding window approach. Next, we extracted two engagement-specific FC patterns representing active engagement and passive engagement using k-means clustering. Then, we derived three metrics from whole-brain dFC patterns to track engagement level, i.e. dissimilarity between dFC patterns and engagement-specific FC patterns, and the level of brainwide integration level. Finally, those engagement markers were evaluated against windowed task performance using a linear mixed effects model. Significant relationships were observed between abovementioned metrics and windowed task performance for the working memory task only. These findings partially confirm our hypothesis and underscore the potential of whole-brain dFC to track short-term task engagement levels.",,,journal_article,10.1162/NETN_a_00051,bold_connectivity_dynamics
Simultaneous acquisition of multiple forms of fMRI contrast,"E. Wong, Peter Bandettini",peter_bandettini,1999-01-01,,,183-192,,,,,,book_chapter,,
Neural mechanisms underlying catastrophic failure in human	extendashmachine interaction during aerial navigation,"Sameer Saproo, Victor Shih, David Jangraw, Paul Sajda",david_jangraw,2016-01-01,Journal of Neural Engineering,13.0,66005,,,,,,journal_article,10.1088/1741-2560/13/6/066005,
"Mapping sources of correlation in resting state FMRI, with artifact detection and removal","H. Jo, S. Cox",hang_jo,2010-01-01,NeuroImage,52.0,571-582,,,,,,journal_article,,
The effect of stimulus duty cycle and 'off' duration on BOLD response linearity,"R. Birn, Peter Bandettini","rasmus_birn, peter_bandettini",2005-01-01,NeuroImage,27.0,82,,,,,,journal_article,,
"Toward direct mapping of neuronal activity: MRI detection of ultraweak, transient magnetic field changes","J. Bodurka, Peter Bandettini",peter_bandettini,2002-01-01,Magnetic Resonance in Medicine,47.0,1052-1058,,,,,,journal_article,,
Physiological noise effects on the flip angle selection in BOLD fMRI,"Javier Gonzalez-Castillo, Vinai Roopchansingh, Peter Bandettini, J. Bodurka","javier_gonzalez-castillo, peter_bandettini",2011-01-01,NeuroImage,54.0,2778,,,"<p>This work addresses the choice of imaging flip angle in blood oxygenation level dependent (BOLD) functional magnetic resonance imaging (fMRI). When noise of physiological origin becomes the dominant noise source in fMRI timeseries, it causes a nonlinear dependence of the temporal signal-to-noise ratio (TSNR) versus signal-to-noise ratio (SNR) that can be exploited to perform BOLD fMRI at angles well below the Ernst angle without any detrimental effect on our ability to detect sites of neuronal activation. We show, both experimentally and theoretically, that for situations where available SNR is high and physiological noise dominates over system/thermal noise, although TSNR still reaches it maximum for the Ernst angle, reduction of imaging flip angle well below this angle results in negligible loss in TSNR. Moreover, we provide a way to compute a suggested imaging flip angle, which constitutes a conservative estimate of the minimum flip angle that can be used under given experimental SNR and physiological noise levels. For our experimental conditions, this suggested angle equals 7.63 degrees for the grey matter compartment, while the Ernst angle=77 degrees. Finally, using data from eight subjects with a combined visual-motor task we show that imaging at angles as low as 9 degrees introduces no significant differences in observed hemodynamic response time-course, contrast-to-noise ratio, voxel-wise effect size or statistical maps of activation as compared to imaging at 75 degrees (an angle close to the Ernst angle). These results suggest that using low flip angles in BOLD fMRI experimentation to obtain benefits such as (1) reduction of RF power, (2) limitation of apparent T(1)-related inflow effects, (3) reduction of through-plane motion artifacts, (4) lower levels of physiological noise, and (5) improved tissue contrast is feasible when physiological noise dominates and SNR is high.</p>",,,journal_article,10.1016/j.neuroimage.2010.11.020,
"An Ultra-High Field Magnetic Resonance Spectroscopy Study of Post Exercise Lactate, Glutamate and Glutamine Change in the Human Brain","Andrea Dennis, Adam Thomas, Nancy Rawlings, Jamie Near, Thomas Nichols, Stuart Clare, Heidi Johansen-Berg, Charlotte Stagg",adam_thomas,2015-01-01,Frontiers in Physiology,,,,,,,,journal_article,10.3389/fphys.2015.00351,
Towards Expanded Utility of Real Time fMRI Neurofeedback in Clinical Applications,"Gonzalez-Castillo J, Ramot M, Momenan R",javier_gonzalez-castillo,2020-01-01,Frontiers in Human Neuroscience,,,,,,,,journal_article,,
"fMRI: The spatial, temporal, and interpretative limits of functional MRI",Peter Bandettini,peter_bandettini,2002-01-01,,,344-357,,,,,,book_chapter,,
Functional Imaging: Magnetic Resonance Imaging,Peter Bandettini,peter_bandettini,2022-10-18,,,3323-3349,Neuroscience in the 21st Century,Neuroscience in the 21st Century,"Magnetic resonance imaging (MRI) has had a substantial clinical impact since the first commercial scanners were introduced in the early 1980s. The ability to image most human tissue and a wide range of pathologies at high-resolution and high anatomic contrast has led to the explosive propagation of MRI scanners worldwide. Anatomic MRI has enabled identification of tumors, lesions, and other pathologies throughout the body and has been particularly effective and suitable for brain imaging due to the predominance of its MR-differentiable soft tissue, lack of motion, and high levels of magnetic field homogeneity relative to the rest of the body.",,,book_chapter,10.1007/978-3-030-88832-9_150,education
Learning-related diminution of unconditioned SCR and fMRI signal responses,"D. Knight, N. Waters, M. King, Peter Bandettini","david_knight, najah_waters, peter_bandettini",2009-01-01,NeuroImage,,843-848,,,,,,journal_article,,
Layer-dependent functional connectivity methods,"Laurentius Huber, Emily Finn, Yuhui Chai, Rainer Goebel, Rüdiger Stirnberg, Tony Stöcker, Sean Marrett, Kamil Uludag, Seong-Gi Kim, SoHyun Han, Peter Bandettini, Benedikt Poser","laurentius_huber, emily_finn, yuhui_chai, peter_bandettini",2021-01-01,Progress in Neurobiology,207.0,101835,,,,,,journal_article,10.1016/j.pneurobio.2020.101835,layer_fmri
Time course EPI of human brain function during task activation.,"Peter Bandettini, E. Wong, R. Hinks, R. Tikofsky, J. Hyde",peter_bandettini,1992-01-01,Magnetic resonance in medicine : official journal of the Society of Magnetic Resonance in Medicine / Society of Magnetic Resonance in Medicine,25.0,390-397,,,,,,journal_article,,
Functional but not structural changes associated with learning: An exploration of longitudinal Voxel-Based Morphometry (VBM),"A. Thomas, S. Marrett, Z. Saad, D. Ruff, A. Martin, Peter Bandettini","adam_thomas, ziad_saad, douglas_ruff, peter_bandettini",2009-01-01,NeuroImage,48.0,117-125,,,,,,journal_article,,
Different activation signatures in the primary sensorimotor and higher-level regions for haptic three-dimensional curved surface exploration,"Jiajia Yang, Peter Molfese, Yinghua Yu, Daniel Handwerker, Gang Chen, Paul Taylor, Yoshimichi Ejima, Jinglong Wu, Peter Bandettini","peter_molfese, daniel_handwerker, peter_bandettini",2021-01-01,NeuroImage,231.0,117754,,,"Haptic object perception begins with continuous exploratory contact, and the human brain needs to accumulate sensory information continuously over time. However, it is still unclear how the primary sensorimotor cortex (PSC) interacts with these higher-level regions during haptic exploration over time. This functional magnetic resonance imaging (fMRI) study investigates time-dependent haptic object processing by examining brain activity during haptic 3D curve and roughness estimations. For this experiment, we designed sixteen haptic stimuli (4 kinds of curves x 4 varieties of roughness) for the haptic curve and roughness estimation tasks. Twenty participants were asked to move their right index and middle fingers along the surface twice and to estimate one of the two features - roughness or curvature - depending on the task instruction. We found that the brain activity in several higher-level regions (e.g., the bilateral posterior parietal cortex) linearly increased as the number of curves increased during the haptic exploration phase. Surprisingly, we found that the contralateral PSC was parametrically modulated by the number of curves only during the late exploration phase but not during the early exploration phase. In contrast, we found no similar parametric modulation activity patterns during the haptic roughness estimation task in either the contralateral PSC or in higher-level regions. Thus, our findings suggest that haptic 3D object perception is processed across the cortical hierarchy, whereas the contralateral PSC interacts with other higher-level regions across time in a manner that is dependent upon the features of the object.",https://openneuro.org/datasets/ds003466/versions/1.1.1,,journal_article,10.1016/j.neuroimage.2021.117754,
"Magnetic resonance imaging: principles, pulse sequences, and functional imaging","R. Birn, K. Donahue, Peter Bandettini","rasmus_birn, peter_bandettini",1999-01-01,,1.0,,,,,,,book_chapter,,
Periodic changes in fMRI connectivity,"Daniel Handwerker, Vinai Roopchansingh, Javier Gonzalez-Castillo, Peter Bandettini","daniel_handwerker, javier_gonzalez-castillo, peter_bandettini",2012-01-01,NeuroImage,63.0,1719,,,,,,journal_article,10.1016/j.neuroimage.2012.06.078,bold_connectivity_dynamics
Lost in transformation: fMRI power is diminished by unknown variability in methods and people,Peter Bandettini,peter_bandettini,2022-01-01,Aperture Neuro,2.0,,,,,https://apertureneuro.org/article/81986,,journal_article,https://doi.org/10.52294/725139d7-0b8a-49dc-a81d-ba2ca64ff6d9,education
Manifold Learning for fMRI time-varying FC,"Javier Gonzalez-Castillo, Isabel Fernandez, Ka Lam, Daniel Handwerker, Francisco Pereira, Peter Bandettini","javier_gonzalez-castillo, isabel_fernandez, daniel_handwerker, peter_bandettini",2023-07-10,Frontiers in Human Neuroscience,17.0,,,,"Whole-brain functional connectivity (FC) measured with functional MRI (fMRI) evolves over time in meaningful ways at temporal scales going from years (e.g., development) to seconds [e.g., within-scan time-varying FC (tvFC)]. Yet, our ability to explore tvFC is severely constrained by its large dimensionality (several thousands). To overcome this difficulty, researchers often seek to generate low dimensional representations (e.g., 2D and 3D scatter plots) hoping those will retain important aspects of the data (e.g., relationships to behavior and disease progression). Limited prior empirical work suggests that manifold learning techniques (MLTs) - namely those seeking to infer a low dimensional non-linear surface (i.e., the manifold) where most of the data lies - are good candidates for accomplishing this task. Here we explore this possibility in detail. First, we discuss why one should expect tvFC data to lie on a low dimensional manifold. Second, we estimate what is the intrinsic dimension (ID; i.e., minimum number of latent dimensions) of tvFC data manifolds. Third, we describe the inner workings of three state-of-the-art MLTs: Laplacian Eigenmaps (LEs), T-distributed Stochastic Neighbor Embedding (T-SNE), and Uniform Manifold Approximation and Projection (UMAP). For each method, we empirically evaluate its ability to generate neuro-biologically meaningful representations of tvFC data, as well as their robustness against hyper-parameter selection. Our results show that tvFC data has an ID that ranges between 4 and 26, and that ID varies significantly between rest and task states. We also show how all three methods can effectively capture subject identity and task being performed: UMAP and T-SNE can capture these two levels of detail concurrently, but LE could only capture one at a time. We observed substantial variability in embedding quality across MLTs, and within-MLT as a function of hyper-parameter selection. To help alleviate this issue, we provide heuristics that can inform future studies. Finally, we also demonstrate the importance of feature normalization when combining data across subjects and the role that temporal autocorrelation plays in the application of MLTs to tvFC data. Overall, we conclude that while MLTs can be useful to generate summary views of labeled tvFC data, their application to unlabeled data such as resting-state remains challenging.",,,journal_article,10.3389/fnhum.2023.1134012,bold_connectivity_dynamics
High-Resolution CBV-fMRI Allows Mapping of Laminar Activity and Connectivity of Cortical Input and Output in Human M1,"Laurentius Huber, Daniel Handwerker, David Jangraw, Gang Chen, Andrew Hall, Carsten Stüber, Javier Gonzalez-Castillo, Dimo Ivanov, Sean Marrett, Maria Guidi, Jozien Goense, Benedikt Poser, Peter Bandettini","laurentius_huber, daniel_handwerker, david_jangraw, harry_hall, javier_gonzalez-castillo, peter_bandettini",2017-01-01,Neuron,96.0,1253-1263,,,,,,journal_article,10.1016/j.neuron.2017.11.005,layer_fmri
fMRI in the presence of task-correlated breathing variations,"R. Birn, K. Murphy, D. Handwerker, Peter Bandettini","rasmus_birn, kevin_murphy, daniel_handwerker, peter_bandettini",2009-01-01,NeuroImage,,1092-1104,,,,,,journal_article,,
Task-independent functional brain activity correlation with skin conductance changes: An fMRI study,"J. II, L. Ungerleider, Peter Bandettini",peter_bandettini,2002-01-01,NeuroImage,17.0,1797-1806,,,,,,journal_article,,
The effect of respiration variations on independent component analysis results of resting state functional connectivity,"R. Birn, K. Murphy, Peter Bandettini","rasmus_birn, kevin_murphy, peter_bandettini",2008-01-01,Human Brain Mapping,29.0,740-750,,,,,,journal_article,,
Neuroanatomical distribution of five semantic components of verbs: evidence from fMRI,"D. Kemmerer, J. Gonzalez-Castillo, T. Talavage, S. Patterson, C. Wiley","javier_gonzalez-castillo, james_patterson",2008-01-01,Brain and Language,1.0,16-43,,,"<p>The Simulation Framework, also known as the Embodied Cognition Framework, maintains that conceptual knowledge is grounded in sensorimotor systems. To test several predictions that this theory makes about the neural substrates of verb meanings, we used functional magnetic resonance imaging (fMRI) to scan subjects' brains while they made semantic judgments involving five classes of verbs-specifically, Running verbs (e.g., run, jog, walk), Speaking verbs (e.g., shout, mumble, whisper), Hitting verbs (e.g., hit, poke, jab), Cutting verbs (e.g., cut, slice, hack), and Change of State verbs (e.g., shatter, smash, crack). These classes were selected because they vary with respect to the presence or absence of five distinct semantic components-specifically, ACTION, MOTION, CONTACT, CHANGE OF STATE, and TOOL USE. Based on the Simulation Framework, we hypothesized that the ACTION component depends on the primary motor and premotor cortices, that the MOTION component depends on the posterolateral temporal cortex, that the CONTACT component depends on the intraparietal sulcus and inferior parietal lobule, that the CHANGE OF STATE component depends on the ventral temporal cortex, and that the TOOL USE component depends on a distributed network of temporal, parietal, and frontal regions. Virtually all of the predictions were confirmed. Taken together, these findings support the Simulation Framework and extend our understanding of the neuroanatomical distribution of different aspects of verb meaning.</p>",,,journal_article,,
Trait paranoia shapes inter-subject synchrony in brain activity during an ambiguous social narrative,"Emily Finn, Philip R. Cortlett, Gang Chen, Peter A. Bandettini, R. Todd Constable","emily_finn, peter_bandettini",2018-01-12,Nature Communications,9.0,,,,"Individuals often interpret the same event in different ways. How do personality traits modulate brain activity evoked by a complex stimulus? Here we report results from a naturalistic paradigm designed to draw out both neural and behavioral variation along a specific dimension of interest, namely paranoia. Participants listen to a narrative during functional MRI describing an ambiguous social scenario, written such that some individuals would find it highly suspicious, while others less so. Using inter-subject correlation analysis, we identify several brain areas that are differentially synchronized during listening between participants with high and low trait-level paranoia, including theory-of-mind regions. Follow-up analyses indicate that these regions are more active to mentalizing events in high-paranoia individuals. Analyzing participants' speech as they freely recall the narrative reveals semantic and syntactic features that also scale with paranoia. Results indicate that a personality trait can act as an intrinsic 'prime,' yielding different neural and behavioral responses to the same stimulus across individuals.",https://openneuro.org/datasets/ds001338/versions/1.0.0,,journal_article,10.1038/s41467-018-04387-2,
"Highlight results, don't hide them: Enhance interpretation, reduce biases and improve reproducibility","Paul Taylor, Richard Reynolds, Vince Calhoun, Javier Gonzalez-Castillo, Daniel Handwerker, Peter Bandettini, Amanda Mejia, Gang Chen","peter_bandettini, javier_gonzalez-castillo, daniel_handwerker",2023-07-01,NeuroImage,274.0,120138,,,"Most neuroimaging studies display results that represent only a tiny fraction of the collected data. While it is conventional to present 'only the significant results' to the reader, here we suggest that this practice has several negative consequences for both reproducibility and understanding. This practice hides away most of the results of the dataset and leads to problems of selection bias and irreproducibility, both of which have been recognized as major issues in neuroimaging studies recently. Opaque, all-or-nothing thresholding, even if well-intentioned, places undue influence on arbitrary filter values, hinders clear communication of scientific results, wastes data, is antithetical to good scientific practice, and leads to conceptual inconsistencies. It is also inconsistent with the properties of the acquired data and the underlying biology being studied. Instead of presenting only a few statistically significant locations and hiding away the remaining results, studies should 'highlight' the former while also showing as much as possible of the rest. This is distinct from but complementary to utilizing data sharing repositories: the initial presentation of results has an enormous impact on the interpretation of a study. We present practical examples and extensions of this approach for voxelwise, regionwise and cross-study analyses using publicly available data that was analyzed previously by 70 teams (NARPS; Botvinik-Nezer, et al., 2020), showing that it is possible to balance the goals of displaying a full set of results with providing the reader reasonably concise and 'digestible' findings. In particular, the highlighting approach sheds useful light on the kind of variability present among the NARPS teams' results, which is primarily a varied strength of agreement rather than disagreement. Using a meta-analysis built on the informative 'highlighting' approach shows this relative agreement, while one using the standard 'hiding' approach does not. We describe how this simple but powerful change in practice - focusing on highlighting results, rather than hiding all but the strongest ones - can help address many large concerns within the field, or at least to provide more complete information about them. We include a list of practical suggestions for results reporting to improve reproducibility, cross-study comparisons and meta-analyses.",https://pubmed.ncbi.nlm.nih.gov/32483374/,https://github.com/afni/apaper_highlight_narps,journal_article,10.1016/j.neuroimage.2023.120138,education
Measuring the Consistency of Global Functional Connectivity Using Kernel Regression Methods,"C. Chu, D. Handwerker, Peter Bandettini, J. Ashburner","chia-yueh_chu, daniel_handwerker, peter_bandettini",2011-01-01,,,41-44,,,,,,journal_article,10.1109/PRNI.2011.11,
Genetic and Environmental Contributions to Functional Connectivity Architecture of the Human Brain,"Zhi Yang, Xi-Nian Zuo, Katie McMahon, Cameron Craddock, Clare Kelly, Greig Zubicaray, Ian Hickie, Peter Bandettini, Xavier Castellanos, Michael Milham, Margaret Wright","zhi_yang, peter_bandettini",2016-01-01,Cerebral Cortex,26.0,2341-2352,,,,,,journal_article,10.1093/cercor/bhw027,
Spatial distribution of deep sulcal landmarks and hemispherical asymmetry on the cortical surface,"K. Im, H. Jo, M. Lee",hang_jo,2010-01-01,Cerebral Cortex,20.0,602-611,,,,,,journal_article,,
The role of the human amygdala in the production of conditioned fear responses,"D. Knight, H. Nguyen, Peter Bandettini","david_knight, hanh_nguyen, peter_bandettini",2005-01-01,NeuroImage,26.0,1193-1200,,,,,,journal_article,,
Magnetic field changes in the human brain due to swallowing or speaking,"R. Birn, Peter Bandettini, R. Cox, A. Jesmanowicz, R. Shaker","rasmus_birn, peter_bandettini",1998-01-01,Magnetic Resonance in Medicine,40.0,55-60,,,,,,journal_article,,
S/N and fMRI sensitivity,"N. Petridou, M. Loew, Peter Bandettini","natalia_petridou, peter_bandettini",2002-01-01,Medical Imaging 2002: Physics of Medical Imaging,4682.0,746-754,,,,,,journal_article,,
